;source;id;title;objectives
98;wicher_contracts;24757;Now or Never;"Read the mysterious perfumed letter 
Meet Triss 
Kill the Eternal Fire guardsmen 
Follow Triss 
The following objectives only apply if Geralt searches for Berthold and Anisse: 
Enter the mage's hideout and follow Triss 
Enter the sewers 
Find a path through the sewers 
Find a way across the rats' feeding ground 
Meet Dijkstra at the port 
Kill the witch hunters"
99;wicher_contracts;24752;Of Dairy and Darkness;"Find the manor first: 
Use Aeramas' artifacts to activate the portal. 
Search Aeramas' residence using your Witcher Senses. 
Find a way to activate the portal. 
Use Aeramas' artifacts to activate the portal. 
Use the portal in Aeramas' residence. 
Investigate Aeramas' dungeon. 
Find a way to pass the tyromancy rooms. 
Find your way through the flooded chamber. 
Deactivate the magic barrier and get to Aeramas' treasure."
100;wicher_contracts;24739;Of Swords and Dumplings;"Talk to Hattori in his dumpling shop. 
Go to the docks after dusk to meet Hattori's supplier. 
Help Hattori to make a deal with his supplier. 
Escape the ambush. 
Enlist Sukrus from Skellige as Hattori's bodyguard. 
Break up the fight outside the inn. 
Convince the Skellige merchant to pay his debts to Sukrus or destroy his goods. 
Tell Sukrus you solved his problem. 
Return to Hattori. 
Gather Sukrus and his boys. 
Meet Sukrus by van Hoorn's warehouse after dark. 
Get into Ernst van Hoorn's warehouse. 
Use your Witcher Senses to find crates containing crafting supplies and mark them with chalk. 3/3 
Tell Sukrus to take the crates. 
Defeat Ernst van Hoorn and his thugs. 
Talk to Hattori about the sword he promised you. 
Return to Hattori later to see if he's finished your sword."
101;wicher_contracts;21513;On Death's Bed;"Brew a dose of the Swallow potion. 
Take the potion to the herbalist."
102;wicher_contracts;24748;Out On Your Arse!;"Get rid of the drunk Skelligers. 
Return to the woman."
103;wicher_contracts;41221;Possession (quest);"Ask Udalryk where Cerys is. 
If Geralt asked Hjort what happened to Udalryk: 
Look for Cerys in the abandoned home using your Witcher Senses. 
Find the sword named Brokvar. (400) 
Tell Cerys you found the sword. 
Go to Udalryk with Cerys. 
Place Brokvar near Aki's bones. 
Return to Udalryk. (550) 
Meet Cerys in Udalryk's old home. 
Search the house and find a way to drive off the hym. 
See what Cerys has found. 
If Geralt decides to trick the hym: 
If Geralt decides to fight the hym:"
104;wicher_contracts;24684;Precious Cargo;"Find the little box the merchant mentioned using your Witcher Senses. 
Use your Witcher Senses to find where the cart left the road. 
Find the cart. 
Look around the cart for evidence about the attack using your Witcher Senses. 
Return the box to the merchant. 
If Geralt confronts the merchant about his lie:"
105;wicher_contracts;30544;Race: The Great Erasmus Vegelbud Memorial Derby;"Talk to the master of ceremonies for the Vegelbuds' race. 
If one takes a break between races: 
Beat the first rider. 
Beat the second rider. 
Beat Luc Vegelbud. 
Read the letter you received. 
Talk to Cleaver about the letter. 
If you initially say no: 
Be the first past the finish line."
106;wicher_contracts;43278;Races: Crow's Perch;Get to the race's starting line.
107;wicher_contracts;24740;Racists of Novigrad;Get to the race's starting line.
108;wicher_contracts;24749;Reason of State;"Meet Dijkstra, Roche and Thaler in the portside warehouse. 
Lure Radovid from his ship. 
Kill Radovid. 
If Geralt protects the Temerian patriots:"
109;wicher_contracts;24773;Redania's Most Wanted;"Talk to the witch hunters in front of Philippa's hideout in Est Tayiar 
Open Philippa's hideout (50) 
Search Philippa's hideout 
Search Philippa's quarters using your Witcher Senses 
Find the missing crystal 
Place the crystal in the right spot 
Use Aard to activate the crystal 
The next two options are mutually exclusive: 
The next three options are mutually exclusive and only available if Geralt killed the witch hunters: 
Tell Radovid what you learned about Philippa (50)"
110;wicher_contracts;24726;Return to Crookback Bog;"Meet the baron in Downwarren. 
Go with the baron to the Crones' huts in the bog. 
Help the witch hunters fight the monsters. 
Prepare for a fight. 
Kill the fiend and the other monsters. 
If Geralt save the spirit after he was given the task:"
111;wicher_contracts;24774;Rough Neighborhood;Escort the woman to her home.
112;wicher_contracts;24791;Shock Therapy;"Go visit Egill. 
Help Egill recover his voice by giving him a scare. 
Keep trying to scare the druid until he recovers his voice. 3/3 
Return to the druid who gave you the task."
113;wicher_contracts;24792;Siren's Call;"Go visit Egill. 
Help Egill recover his voice by giving him a scare. 
Keep trying to scare the druid until he recovers his voice. 3/3 
Return to the druid who gave you the task."
114;wicher_contracts;24768;Spooked Mare;"Find the missing horse using your Witcher Senses. 
If you fight the Scoia'tael: 
If you take one of the horses:"
115;wicher_contracts;24793;Stranger in a Strange Land;"Defeat the warriors who picked a fight with you. 
See what's happening outside. 
Get out of prison."
116;wicher_contracts;24769;Strangers in the Night (The Witcher 3);"Defeat the warriors who picked a fight with you. 
See what's happening outside. 
Get out of prison."
117;wicher_contracts;24747;Strumpet in Distress;"Defeat the warriors who picked a fight with you. 
See what's happening outside. 
Get out of prison."
118;wicher_contracts;24741;Suspicious Shakedown;"Defeat the warriors who picked a fight with you. 
See what's happening outside. 
Get out of prison."
119;wicher_contracts;43517;Take What You Want;Go to the School of the Cat witcher's stash to collect your reward.
120;wicher_contracts;24569;The Bastion;"Explore the old bastion near Kaer Morhen using your Witcher Senses. 
Eliminate the wraiths haunting the old bastion. 
Use Keira's lamp to investigate the old bastion. 
Look for the boy's remains around the bastion using your Witcher Senses. 
Use Keira's lamp to find out what happened to the boy. 
Pick up the boy's remains. 
Bury the boy's remains."
121;wicher_contracts;24794;The Cave of Dreams;"Join Blueboy Lugos and his crew outside the Cave of Dreams. 
Explore the Cave of Dreams with Blueboy Lugos. 
Face your nightmares in the Cave of Dreams."
122;wicher_contracts;24727;The Dwarven Document Dilemma;"Go to the place where Muggs was attacked and examine it using your Witcher Senses. 
Use your Witcher Senses to follow the clues to find Muggs' attackers. 
Confront Muggs about his story or get the documents from Gerd. 
If Geralt demands the papers: 
Compare Muggs' and the attacker's accounts."
123;wicher_contracts;24710;The Fall of the House of Reardon;"Ask Dolores about the monsters in her manor. 
Find the Reardon family manor. 
Kill the monsters in the manor. 
Return to Dolores."
124;wicher_contracts;24781;The Family Blade;"Look for a thieves' camp near the obelisk. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Read the journal to learn about the sword named Kuliu. 
Track down the thieves at the old fort. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Read the journal to learn about the sword named Kuliu. 
Look for thieves near the whale graveyard. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Return Kuliu to the Kaer Trolde guardsman named Olaf."
125;wicher_contracts;24736;The Flame of Hatred;"Look for a thieves' camp near the obelisk. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Read the journal to learn about the sword named Kuliu. 
Track down the thieves at the old fort. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Read the journal to learn about the sword named Kuliu. 
Look for thieves near the whale graveyard. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Return Kuliu to the Kaer Trolde guardsman named Olaf."
126;wicher_contracts;24810;The Four Faces of Hemdall;"Look for a thieves' camp near the obelisk. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Read the journal to learn about the sword named Kuliu. 
Track down the thieves at the old fort. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Read the journal to learn about the sword named Kuliu. 
Look for thieves near the whale graveyard. 
Kill the thieves. 
Search the thieves' camp for the sword named Kuliu. 
Return Kuliu to the Kaer Trolde guardsman named Olaf."
127;wicher_contracts;24737;The Gangs of Novigrad;"Think over Cleaver's offer to help you find Whoreson Junior. 
Talk to Cleaver. 
Meet with his henchmen."
128;wicher_contracts;53907;The Heroes' Pursuits: Fayrlund;"Go to where the race starts. 
Win the race!"
129;wicher_contracts;56398;The Heroes' Pursuits: For the Goddess' Glory!;"If Geralt found the notice: 
Win each of the qualifying races at least once. 
Go to the race's starting line. 
Be the first past the finish line."
130;wicher_contracts;56397;The Heroes' Pursuits: Fyresdal;"Go to where the race starts. 
Ride as fast as you can and win!"
131;wicher_contracts;56313;The Heroes' Pursuits: Kaer Trolde;"Go to the race's starting line. 
Mount your horse and take your position at the starting line. 
Be the first past the finish line."
132;wicher_contracts;35270;The Last Wish (quest);"Meet Yennefer in Larvik. 
Accompany Yennefer on the way to Larvik. 
Go to Larvik's harbor with Yennefer. 
Talk to Yennefer. 
Get on the boat with Yennefer. 
Help Yennefer find the djinn. 
Search the bottom of the bay using your Witcher Senses. 
Return to the boat. 
Help Yennefer find the djinn. 
Search the bottom of the bay using your Witcher Senses. 
Return to the boat and talk to Yennefer. 
Follow Yennefer to the top deck. 
Search the ship using your Witcher Senses. 
Wait for Yennefer to summon the djinn. 
Stop the djinn."
133;wicher_contracts;24803;The Lord of Undvik;"Ask Crach an Craite about Hjalmar. 
Ask around at the New Port Inn about Undvik and the Ice Giant. 
Sail to the island of Undvik and search for Hjalmar. (100) 
Explore the ruins of Urskar and search for signs of Hjalmar's presence using your Witcher Senses. 
Explore the boat's hull. 
Talk to the stranger. 
Help the stranger drive off the sirens. 
Find Hjalmar's camp. 
Explore the remains of Hjalmar's camp using your Witcher Senses. 
Use your Witcher Senses to follow the tracks of those who fled the camp before the attack. 
Find the man the trolls captured using your Witcher Senses. 
Help the man in the cauldron. (200) 
Follow the boat trail using your Witcher Senses. 
Find those who ventured off toward the tower using your Witcher Senses. 
Find out what happened to Hjalmar's crew. 
Follow the trail of blood using your WItcher Senses. 
Find out what happened to Hjalmar's crew in the caves. 
Cross the lake. 
Find Hjalmar. 
Find a way to the giant's lair. 
Avoid snow - the sound of it crunching under your feet will awake the giant. 
Find the key to Vigi's cage using your Witcher Senses. 
Free Vigi. (200) 
Kill the giant. (100) + (500 completing quest)"
134;wicher_contracts;24772;The Most Truest of Basilisks;"Ask Crach an Craite about Hjalmar. 
Ask around at the New Port Inn about Undvik and the Ice Giant. 
Sail to the island of Undvik and search for Hjalmar. (100) 
Explore the ruins of Urskar and search for signs of Hjalmar's presence using your Witcher Senses. 
Explore the boat's hull. 
Talk to the stranger. 
Help the stranger drive off the sirens. 
Find Hjalmar's camp. 
Explore the remains of Hjalmar's camp using your Witcher Senses. 
Use your Witcher Senses to follow the tracks of those who fled the camp before the attack. 
Find the man the trolls captured using your Witcher Senses. 
Help the man in the cauldron. (200) 
Follow the boat trail using your Witcher Senses. 
Find those who ventured off toward the tower using your Witcher Senses. 
Find out what happened to Hjalmar's crew. 
Follow the trail of blood using your WItcher Senses. 
Find out what happened to Hjalmar's crew in the caves. 
Cross the lake. 
Find Hjalmar. 
Find a way to the giant's lair. 
Avoid snow - the sound of it crunching under your feet will awake the giant. 
Find the key to Vigi's cage using your Witcher Senses. 
Free Vigi. (200) 
Kill the giant. (100) + (500 completing quest)"
135;wicher_contracts;24788;The Nithing;"Talk to Lothar. 
Investigate the Nithing. 
Follow the tracks using your Witcher Senses. 
Follow the scent using your Witcher Senses. 
Ask about the shawl's owner. 
Talk to Jonna, the herbalist. 
Talk to Lothar about how to lift the curse."
136;wicher_contracts;24758;The Nobleman Statuette;Talk to Triss about the statuette.
137;wicher_contracts;24807;The Path of Warriors;"Talk to the man who oversees the Path. 
Reach the start of the Path. 
Collect proof you made it to the top of the peak. 
Descend down to the cave entrance. 
Travel through the tunnel and collect proof you made it to the end. 
Reach the end of the tunnel. 
Leave the caverns and talk to the man who oversees the Path."
138;wicher_contracts;24811;The Price of Honor;"Examine the coasts of Faroe on the side facing Hindarsfjall. 
Search the shore using your Witcher Senses. 
If Geralt doesn't have Keira's magic lamp:​ 
Examine the beach near the dead girl using the magic lamp. 
Follow the footsteps using your Witcher Senses. 
Investigate the crime scene using your Witcher Senses. 
Tell the young man what happened to his betrothed and his brothers."
139;wicher_contracts;24771;The Price of Passage;"Examine the coasts of Faroe on the side facing Hindarsfjall. 
Search the shore using your Witcher Senses. 
If Geralt doesn't have Keira's magic lamp:​ 
Examine the beach near the dead girl using the magic lamp. 
Follow the footsteps using your Witcher Senses. 
Investigate the crime scene using your Witcher Senses. 
Tell the young man what happened to his betrothed and his brothers."
140;wicher_contracts;18739;The Sad Tale of the Grossbart Brothers;"Look for the Grossbart brothers in southern Ard Skellig. 
Help the bounty hunter deal with the Grossbart brothers."
141;wicher_contracts;24759;The Soldier Statuette;Talk to Triss about the statuette.
142;wicher_contracts;24808;The Tower Outta Nowheres;"Talk to the villagers. 
Enter the tower. 
Explore the tower. 
Defeat the golem. 
Talk to the man trapped behind the magic barrier. 
Find the key to the library using your Witcher Senses. 
Enter the library. 
Find ""Gottfried's Omni-opening Grimoire"" using your Witcher Senses. 
Bring the mage ""Gottfried's Omni-opening Grimoire."" 
Break the tower's defenses with the mage's help. 
Talk to the mage. 
Talk to the villagers."
143;wicher_contracts;24716;The Truth is in the Stars;"Bring the fortune teller something to eat. 
Find dragonsroot using your Witcher Senses. 
Take the dragonsroot to the fortune teller."
144;wicher_contracts;24709;The Volunteer;"Look around the area. 
If Geralt opts to kill Trollololo: 
If Geralt opts to let it slide:"
145;wicher_contracts;20898;The Whispering Hillock;"Find where the voice is coming from using your Witcher Senses. 
Speak to the spirit in the cave beneath the Whispering Hillock. 
If you decide to release it: 
If you decide to kill it:"
146;wicher_contracts;24818;The Witchers' Forge;"Read the copy of the tome 
Go to the mine near Kaer Morhen 
Search the mine using your Witcher Senses 
Kill the earth elemental 
Put the tome on the pedestal 
Search the mysterious chamber using your Witcher Senses 
Kill the ifrit 
Remove the illusion"
147;wicher_contracts;24708;Thou Shalt Not Pass;"Acquire a pass granting permission to cross the Pontar. 
Use the pass to cross the Pontar."
148;wicher_contracts;24817;Trail of Echoes;"Acquire a pass granting permission to cross the Pontar. 
Use the pass to cross the Pontar."
149;wicher_contracts;23909;Twisted Firestarter;"Use your Witcher Senses to look behind the forge for clues about the arsonist. 
Follow the trail using your Witcher Senses. 
Look for someone with wounds dealt by drowners using your Witcher Senses. 
Talk to the suspect. 
Escort the arsonist back to the blacksmith."
150;wicher_contracts;24751;Warehouse of Woe;"Kill the monster. 
Tell the guardsman what happened in the warehouse."
151;wicher_contracts;43506;Where the Cat and Wolf Play...;"Explore the village using your Witcher Senses. 
Use your Witcher Senses to find the girl. 
Follow the tracks in the stone circle using your Witcher Senses 
Follow the School of the Cat witcher's tracks using your Witcher Senses. 
Escort the girl from Honorton to her relatives in Oreton."
152;wicher_contracts;20813;Wild at Heart;"Talk to the hunter named Niellen. 
Ask the neighbors about Hanna. 
Search for signs of Hanna in the woods using your Witcher Senses. 
Continue to investigate: 
Accept Margrit's bribe:"
153;wicher_contracts;24730;Witch Hunter Raids;"Talk to the hunter named Niellen. 
Ask the neighbors about Hanna. 
Search for signs of Hanna in the woods using your Witcher Senses. 
Continue to investigate: 
Accept Margrit's bribe:"
154;wicher_contracts;24715;Witcher Wannabe;"Find out more about the contract posted by the residents of Lindenvale. 
Use your Witcher Senses to look for the charlatan in the cemetery. 
Kill the ghoul."
155;wicher_contracts;24797;Woe is Me;"Find out more about the contract posted by the residents of Lindenvale. 
Use your Witcher Senses to look for the charlatan in the cemetery. 
Kill the ghoul."
156;wicher_contracts;24799;Yustianna Disturbed;"Find out more about the contract posted by the residents of Lindenvale. 
Use your Witcher Senses to look for the charlatan in the cemetery. 
Kill the ghoul."
