source;id;title;objectives;objectives_entities
skyrim;102145;Gharol's Message;Deliver Gharol's sword to Lash;Deliver xperx 's sword to xperx
skyrim;44500;Glory of the Dead;"Attend Kodlak's funeral 
Give the fragments of Wuuthrad to Eorlund 
Retrieve Kodlak's fragment 
Give the final fragment to Eorlund 
Meet the Circle 
Go to Ysgramor's Tomb with the Circle 
Return Wuuthrad to Ysgramor 
Get to the burial chamber 
Speak to Kodlak 
Put witch head into fire 
Defeat the wolf spirit 
Speak to Kodlak";Attend xperx 's funeral Give the fragments xmiscx Wuuthrad to xperx Retrieve xperx 's fragment Give the final fragment to xperx Meet the xorgx xperx to xlocx 's xlocx with the xorgx Return Wuuthrad to xlocx Get to the burial chamber Speak to xperx Put witch head into fire Defeat the wolf spirit Speak to xperx
skyrim;55815;Good Intentions;"Speak with Tolfdir 
Listen to Tolfdir 
Follow Ancano 
Find the Augur of Dunlain 
Report back to Savos Aren";Speak with xorgx Listen to xorgx Follow xorgx xmiscx the Augur xmiscx xlocx Report back to xperx xorgx
skyrim;59979;Greatsword for a Great Man;Deliver the sword to Proventus Avenicci;Deliver the sword to Proventus Avenicci
skyrim;160092;Grimsever's Return;"Locate Grimsever 
Return to Mjoll";Locate Grimsever Return to xlocx
skyrim;158502;Grin and Bear It;"Gather 10 bear pelts for Temba Wide-Arm 
Retun to Temba Wide-Arm";Gather 10 bear pelts for xmiscx Wide-Arm xperx to xmiscx Wide-Arm
skyrim;44505;Hail Sithis!;"Talk to Nazir 
Talk to Amaund Motierre 
Board the Katariah 
Kill Commander Maro (optional) 
Kill the Emperor! 
Report to Amaund Motierre 
Retrieve the payment 
Kill Amaund Motierre (optional) 
Report to Nazir";Talk to xperx Talk to Amaund Motierre Board the xorgx xorgx Commander xperx ( optional ) xorgx the Emperor ! Report to Amaund Motierre Retrieve the payment xorgx Amaund Motierre ( optional ) Report to xperx
skyrim;60687;Hard Answers;"Speak with Enthir 
Speak with Calcelmo inside the Understone Keep in Markarth 
Obtain key to Calcelmo's Museum (optional) 
Gain Entry to Calcelmo's Museum 
Find Calcelmo's Falmer Translating Guide 
Duplicate the writing on Calcelmo's Stone with charcoal and a paper roll 
Return to Enthir 
Speak to Karliah";Speak with xorgx Speak with xperx inside the Understone xlocx in xlocx Obtain key to xperx 's xlocx ( optional ) Gain Entry to xperx 's xlocx xmiscx xperx 's Falmer Translating Guide Duplicate the writing on xperx 's xmiscx with charcoal xorgx a paper roll Return to xorgx Speak to xperx
skyrim;81505;Harsh Master;"Kill the bandit leader 
Return to Kjar";xorgx the bandit leader Return to xlocx
skyrim;62062;Hired Muscle;"Intimidate the target at the location 
Return to Farkas";Intimidate the target at the location Return to xlocx
skyrim;55822;Hitting the Books;"Speak with Mirabelle Ervine 
Speak with Urag gro-Shub 
Find the stolen books 
Free Orthorn (optional) 
Return the books";Speak with Mirabelle Ervine Speak with xperx gro-Shub xmiscx the stolen books Free Orthorn ( optional ) Return the books
skyrim;85644;Honor Thy Family;Pay Nazir the fine;Pay xperx the fine
skyrim;79190;Hunt and Gather;"Retrieve Wylandria's Spoon 
Retrieve Wylandria's Ingot 
Retrieve Wylandria's Soul Gem 
Return to Wylandria";Retrieve xlocx 's Spoon Retrieve xlocx 's Ingot Retrieve xlocx 's Soul Gem Return to xlocx
skyrim;88101;Hunter and Hunted;"Locate Valdr's hunting party 
Heal Valdr's injuries 
Clear out Moss Mother Cavern 
Return to Valdr (if told to wait)";Locate xperx 's hunting party Heal xperx 's injuries Clear out xmiscx xperx Cavern Return to xperx ( if told to wait )
skyrim;869125;I Done Got Thaned!;"Befriend the Jarl of the Rift 
Assist five citizens of the Rift 
Stop the Skooma trade 
Purchase Honeyside 
Return to the Jarl";Befriend the xorgx xmiscx the xlocx Assist five citizens xmiscx the xlocx Stop the xorgx trade Purchase Honeyside Return to the xorgx
skyrim;863177;Ice Cold;"Find five ice wraith teeth for Marise 
Return to Marise";xmiscx five ice wraith teeth for Marise Return to Marise
skyrim;51452;Ill Met by Moonlight;"Speak to Sinding 
Kill the great beast 
Begin the hunt 
Join the hunt 
Kill Sinding (optional) 
Skin Sinding (optional) 
Kill the hunters 
Talk to Sinding (if spared) 
Speak to Hircine";Speak to Sinding xorgx the great beast Begin the hunt Join the hunt xorgx Sinding ( optional ) Skin Sinding ( optional ) xorgx the hunters Talk to Sinding ( if spared ) Speak to xperx
skyrim;93437;Illusion Ritual Spell;Bring the Four Master Illusion texts to Drevis Neloren;Bring the Four Master Illusion texts to Drevis Neloren
skyrim;58896;Imitation Amnesty;"Speak to Olfrid Battle-Born 
Forge the prison registry 
Steal the letter incriminating Arn 
Return to Olfrid Battle-Born";Speak to xperx Battle-Born Forge the prison registry Steal the letter incriminating xperx Return to xperx Battle-Born
skyrim;58875;In My Time of Need;"Find the Redguard woman 
Speak with Saadia or inform the Alik'r of Saadia's location 
Talk to the Alik' Prisoner or inform the Alik'r of Saadia's location 
Find a way to enter the Alik'r hideout 
Enter the Alik'r hideout 
Kill Kematu or talk to him 
Kill Kematu or convince Saadia to meet Kematu 
Return to Saadia 
Lead Saadia to the Whiterun Stables (if siding with the Alik'r)";xmiscx the xorgx woman Speak with xorgx or inform the xmiscx ' r xmiscx xorgx 's location Talk to the xmiscx ' Prisoner or inform the xmiscx ' r xmiscx xorgx 's location xmiscx a way to enter the xmiscx ' r hideout Enter the xmiscx ' r hideout xorgx xperx or talk to him xorgx xperx or convince xorgx to meet xperx Return to xorgx Lead xorgx to the xlocx Stables ( if siding with the xmiscx ' r )
skyrim;57781;Infiltration (Skyrim);"Use the backdoor to gain access to Treva's Watch 
Use the lever to open the gate to Treva's Watch 
Meet up with Stalleo in the courtyard";Use the backdoor to gain access to Treva 's Watch Use the lever to open the gate to Treva 's Watch Meet up with xperx in the courtyard
skyrim;57615;Innocence Lost;"Talk to Aventus Aretino 
Kill Grelod the Kind 
Tell Aventus Aretino that Grelod the Kind has been killed";Talk to Aventus Aretino xorgx Grelod the xmiscx Tell Aventus Aretino that Grelod the xmiscx has been killed
skyrim;84451;Investigate the Bard's College;Investigate the Bards College;Investigate the Bards xorgx
skyrim;69541;J'zargo's Experiment;"Test J'zargo's flame cloak spell on the undead 
Speak to J'zargo";Test J'zargo 's flame cloak spell on the undead Speak to J'zargo
skyrim;66523;Joining the Legion;"Clear out Fort Hraggstad 
Report to Legate Rikke 
Take the oath";Clear out Fort Hraggstad Report to Legate xperx Take the oath
skyrim;61724;Joining the Stormcloaks;"Kill the Ice Wraith 
Report to Galmar 
Take the oath";xorgx the xmiscx Wraith Report to xorgx Take the oath
skyrim;226705;Kidnapped for Ransom;"Read the bandit's Ransom Note 
Rescue spouse from the location";Read the bandit 's Ransom Note Rescue spouse from the location
skyrim;96287;Kill the Bandit Leader;"Kill the leader of the dungeon 
Tell the steward the bandit leader is dead";xorgx the leader xmiscx the dungeon Tell the steward the bandit leader is dead
skyrim;869207;Kill the Bandit Leader (Siddgeir);"Kill the leader of the bandits 
Return to Siddgeir";xorgx the leader xmiscx the bandits Return to xlocx
skyrim;112172;Kill the Dragon;"Kill the dragon 
Collect the bounty";xorgx the dragon Collect the bounty
skyrim;112171;Kill the Forsworn Leader;"Kill the leader of the Forsworn 
Collect the bounty";xorgx the leader xmiscx the xorgx Collect the bounty
skyrim;112178;Kill the Giant (Bounty);"Kill the giant 
Collect the bounty";xorgx the giant Collect the bounty
skyrim;868951;Kill the Giant (Jarl);"Kill the giant 
Return to Skald";xorgx the giant Return to Skald
skyrim;104945;Kill the Vampire;"Kill the leader of Pinemoon Cave 
Tell Sybille the vampire is dead";xorgx the leader xmiscx Pinemoon Cave Tell xperx the vampire is dead
skyrim;96619;Kolskeggr Mine (Quest);"Clear the Forsworn from Kolskeggr Mine 
Tell Pavo the Kolskeggr Mine is cleared";Clear the xorgx from Kolskeggr Mine Tell xorgx the Kolskeggr Mine is cleared
skyrim;63164;Kyne's Sacred Trials;"Defeat the Guardian Wolf 
Defeat the Guardian Skeever 
Defeat the Guardian Mudcrab 
Return to Froki 
Defeat the Guardian Bear 
Defeat the Guardian Mammoth 
Defeat the Guardian Sabre Cat 
Return to Froki 
Defeat the Guardian Troll 
Return to Froki";Defeat the Guardian xperx Defeat the Guardian xperx Defeat the Guardian Mudcrab Return to xlocx Defeat the Guardian xperx Defeat the Guardian xperx Defeat the Guardian Sabre Cat Return to xlocx Defeat the Guardian Troll Return to xlocx
skyrim;57323;Laid to Rest;"Talk to the Jarl 
Investigate the burned house 
Tell the Jarl about Helgi (optional) 
Find Helgi after dark 
Ask around about Laelette 
Ask Thronnir about Laelette 
Investigate Alva's house 
Show Alva's Journal to the Jarl 
Kill the master vampire 
Return to Morthal's Jarl";Talk to the xorgx Investigate the burned house Tell the xorgx about xperx ( optional ) xmiscx xperx after dark Ask around about Laelette Ask Thronnir about Laelette Investigate xperx 's house Show xperx 's xorgx to the xorgx xorgx the master vampire Return to xlocx 's xorgx
skyrim;56736;Liberation of Skyrim;"Report to Ulfric Stormcloak 
Liberate Haafingar 
Liberate the Reach 
Liberate Hjaalmarch 
Liberate Whiterun Hold 
Liberate Falkreath Hold 
Liberate the Pale 
Liberate Winterhold Hold 
Liberate the Rift";Report to xperx xorgx Liberate xlocx Liberate the xorgx Liberate xlocx Liberate xlocx Hold Liberate xlocx Hold Liberate the xorgx Liberate xlocx Hold Liberate the xlocx
skyrim;94846;Lifting the Shroud;"Investigate Shroud Hearth Barrow 
Bring Wyndelius' Journal to Wilhelm";Investigate Shroud Hearth xorgx Bring xorgx ' xorgx to xperx
skyrim;58018;Lights Out!;"Extinguish the fire in the Solitude Lighthouse 
Return to Jaree-Ra 
Find Deeja at the Wreck of the Icerunner 
Speak to Deeja, to get a share of the loot 
Defeat Deeja 
Find out where Jaree-Ra's bandits took the loot 
Travel to Broken Oar Grotto 
Defeat Jaree-Ra";Extinguish the fire in the xmiscx Lighthouse Return to Jaree-Ra xmiscx xperx at the Wreck xmiscx the Icerunner Speak to xperx , to get a share xmiscx the loot Defeat xperx xmiscx out where Jaree-Ra 's bandits took the loot Travel to Broken Oar Grotto Defeat Jaree-Ra
skyrim;901565;Lisbet's Missing Shipment;"Retrieve Lisbet's shipment from the Forsworn Camp 
Bring the Dibella Statue to Lisbet";Retrieve xlocx 's shipment from the xorgx xlocx Bring the xlocx Statue to xlocx
skyrim;74184;Locate the Assassin of Old;Locate the assassin of old;Locate the assassin xmiscx old
skyrim;56939;Loud and Clear;"Follow Brynjolf 
Listen to Mercer Frey 
Talk to Brynjolf 
Speak to Vex about Goldenglow Estate (optional) 
Burn three beehives 
Enter Goldenglow using sewer (optional) 
Obtain the key to Aringoth's safe (optional) 
Clear out Aringoth's safe 
Return to Brynjolf";Follow xperx Listen to xperx xlocx Talk to xperx Speak to xorgx about Goldenglow Estate ( optional ) Burn three beehives Enter Goldenglow using sewer ( optional ) Obtain the key to xorgx 's safe ( optional ) Clear out xorgx 's safe Return to xperx
skyrim;88258;Meditations on the Words of Power;"Fus (force) will apply the effect Force Without Effort, giving a 25% increase in stability against staggering and a 25% chance of opponents being staggered (most recommended, as by the time one reaches Paarthurnax, one will have learned all words of power for Unrelenting Force). 
Feim (fade) will apply the effect Ethereal Spirit, increasing health regeneration while ethereal by 25%. 
Yol (fire) will apply the effect The Fire Within, increasing the damage dealt by Fire Breath by 25%.";Fus ( force ) will apply the effect xorgx Without Effort , giving a 25 % increase in stability against staggering xorgx a 25 % chance xmiscx opponents being staggered ( most recommended , as by the time one reaches xorgx , one will have learned all words xmiscx power for Unrelenting xorgx ) . Feim ( fade ) will apply the effect Ethereal xmiscx , increasing health regeneration while ethereal by 25 % . Yol ( fire ) will apply the effect xlocx xorgx xmiscx , increasing the damage dealt by xorgx Breath by 25 % .
skyrim;84129;Medresi Dran and the Wandering Dead;"Destroy the Draugr in Angarvunde 
Talk to Medresi in Angarvunde 
Find a way to open the gates 
Open the other gate 
Return to Madresi 
Discover the treasure of Angarvunde";Destroy the xorgx in xlocx Talk to xperx in xlocx xmiscx a way to open the gates Open the other gate Return to xlocx Discover the treasure xmiscx xlocx
skyrim;57598;Message to Whiterun;"Deliver the message (If the Dragonborn joined the Stormcloaks: ""axe"") to the Jarl of Whiterun 
Assist Jarl Balgruuf with the dragon threat 
Wait for the Jarl's response 
Wait for orders from Jarl Ulfric (Stormcloaks only) 
Deliver the axe to Jarl Ulfric (Imperial Legion only) 
Return to Whiterun and warn the Jarl (Imperial Legion only) 
Return to Legate Quentin Cipius (Imperial Legion only)";Deliver the message ( If the xmiscx joined the xorgx : `` axe '' ) to the xorgx xmiscx xlocx Assist xorgx xperx with the dragon threat Wait for the xorgx 's response Wait for orders from xorgx xperx ( xorgx only ) Deliver the axe to xorgx xperx ( xmiscx xorgx only ) Return to xlocx xorgx warn the xorgx ( xmiscx xorgx only ) Return to Legate Quentin Cipius ( xmiscx xorgx only )
skyrim;153841;Mine or Yours;"Clear Redbelly Mine of spiders 
Return to Filnjar";Clear Redbelly Mine xmiscx spiders Return to xlocx
skyrim;869193;Mine Ore;"Find a pickaxe 
Mine ore 
Sell ore to buyers";xmiscx a pickaxe Mine ore Sell ore to buyers
skyrim;50337;Missing in Action;"Meet Fralia in her home 
Find evidence of Thorald's fate 
Deliver proof to Avulstein 
One of two options: 
Rescue Thorald from Northwatch Keep 
Lead Thorald to safety 
Speak to Thorald 
Return to Fralia Gray-Mane";Meet xperx in her home xmiscx evidence xmiscx xperx 's fate Deliver proof to xlocx One xmiscx two options : Rescue xperx from xorgx xlocx Lead xperx to safety Speak to xperx Return to xperx Gray-Mane
skyrim;57962;Mourning Never Comes;"Speak with Astrid 
Talk to Muiri 
Kill Alain Dufont 
Kill Nilsine Shatter-shield (optional) 
Talk to Muiri 
Report back to Astrid";Speak with xperx Talk to xperx xorgx Alain Dufont xorgx xperx Shatter-shield ( optional ) Talk to xperx Report back to xperx
skyrim;901575;Nimhe, the Poisoned One;"Kill Nimhe inside Nchuand-Zel 
Tell Calcelmo that Nimhe is dead";xorgx xperx inside Nchuand-Zel Tell xperx that xperx is dead
skyrim;79737;No News is Good News;"Ask Aldis for information about Angeline's daughter 
Tell Angeline what Aldis said";Ask xperx for information about xperx 's daughter Tell xperx what xperx said
skyrim;59739;No One Escapes Cidhna Mine;"Ask a prisoner about Madanach 
Get past Borkul the Beast 
Talk to Madanach 
Hear Braig's story (Forsworn option) 
Kill Madanach (Silver-Blood option)";Ask a prisoner about Madanach Get past xperx the xperx Talk to Madanach Hear xperx 's story ( xorgx option ) xorgx Madanach ( Silver-Blood option )
skyrim;57212;No Stone Unturned (Skyrim);"Bring the Unusual Gem to an appraiser 
Find someone who can identify the Unusual Gem 
Become a full member of the Thieves Guild (if not already) 
Bring the Unusual Gem to Vex in the Thieves Guild 
Recover the Stones of Barenziah 
Speak to Vex 
Recover the Crown of Barenziah 
Return to Vex";Bring the Unusual Gem to an appraiser xmiscx someone who can identify the Unusual Gem Become a full member xmiscx the Thieves Guild ( if not already ) Bring the Unusual Gem to xorgx in the Thieves Guild Recover the Stones xmiscx xlocx Speak to xorgx Recover the xmiscx xmiscx xlocx Return to xorgx
skyrim;74549;Onmund's Request;"Speak with Enthir 
Find the staff for Enthir 
Deliver the staff to Enthir 
Deliver the amulet to Onmund";Speak with xorgx xmiscx the staff for xorgx Deliver the staff to xorgx Deliver the amulet to Onmund
